Instante,Pedidos Em Espera,Pedido Em Produção,Pedidos Prontos
1658,920,1,79
1659,920,1,79
1660,920,1,79
1661,920,1,79
1662,920,1,79
1663,920,1,79
1664,920,1,79
1665,920,1,79
1666,920,1,79
1667,920,1,79
1668,920,1,79
1669,920,1,79
1670,920,1,79
1671,920,1,79
1672,920,1,79
1673,920,1,79
1674,920,1,79
1675,920,1,79
1676,920,1,79
1677,920,1,79
1678,920,1,79
1679,920,1,79
1680,920,0,80
1681,919,1,80
1682,919,1,80
1683,919,1,80
1684,919,1,80
1685,919,1,80
1686,919,1,80
1687,919,1,80
1688,919,1,80
1689,919,1,80
1690,919,1,80
1691,919,1,80
1692,919,1,80
1693,919,1,80
1694,919,1,80
1695,919,1,80
1696,919,1,80
1697,919,1,80
1698,919,1,80
1699,919,1,80
1700,919,1,80
1701,919,1,80
1702,919,1,80
1703,919,1,80
1704,919,0,81
1705,918,1,81
1706,918,1,81
1707,918,1,81
1708,918,1,81
1709,918,1,81
1710,918,1,81
1711,918,1,81
1712,918,1,81
1713,918,1,81
1714,918,1,81
1715,918,1,81
1716,918,1,81
1717,918,1,81
1718,918,0,82
1719,917,1,82
1720,917,1,82
1721,917,1,82
1722,917,1,82
1723,917,1,82
1724,917,1,82
1725,917,1,82
1726,917,1,82
1727,917,1,82
1728,917,1,82
1729,917,1,82
1730,917,1,82
1731,917,1,82
1732,917,1,82
1733,917,1,82
1734,917,1,82
1735,917,1,82
1736,917,1,82
1737,917,1,82
1738,917,1,82
1739,917,1,82
1740,917,1,82
1741,917,1,82
1742,917,1,82
1743,917,1,82
1744,917,1,82
1745,917,1,82
1746,917,1,82
1747,917,0,83
1748,916,1,83
1749,916,1,83
1750,916,1,83
1751,916,1,83
1752,916,1,83
1753,916,1,83
1754,916,1,83
1755,916,1,83
1756,916,1,83
1757,916,1,83
1758,916,1,83
1759,916,1,83
1760,916,1,83
1761,916,1,83
1762,916,1,83
1763,916,1,83
1764,916,1,83
1765,916,1,83
1766,916,1,83
1767,916,0,84
1768,915,1,84
1769,915,1,84
1770,915,1,84
1771,915,1,84
1772,915,1,84
1773,915,1,84
1774,915,1,84
1775,915,1,84
1776,915,1,84
1777,915,0,85
1778,914,1,85
1779,914,1,85
1780,914,1,85
1781,914,1,85
1782,914,1,85
1783,914,1,85
1784,914,1,85
1785,914,1,85
1786,914,1,85
1787,914,1,85
1788,914,1,85
1789,914,1,85
1790,914,1,85
1791,914,1,85
1792,914,1,85
1793,914,0,86
1794,913,1,86
1795,913,1,86
1796,913,1,86
1797,913,1,86
1798,913,1,86
1799,913,1,86
1800,913,1,86
1801,913,1,86
1802,913,1,86
1803,913,1,86
1804,913,1,86
1805,913,0,87
1806,912,1,87
1807,912,1,87
1808,912,1,87
1809,912,1,87
1810,912,1,87
1811,912,1,87
1812,912,1,87
1813,912,1,87
1814,912,1,87
1815,912,1,87
1816,912,1,87
1817,912,1,87
1818,912,1,87
1819,912,1,87
1820,912,1,87
1821,912,1,87
1822,912,1,87
1823,912,1,87
1824,912,1,87
1825,912,0,88
1826,911,1,88
1827,911,1,88
1828,911,1,88
1829,911,1,88
1830,911,1,88
1831,911,1,88
1832,911,1,88
1833,911,1,88
1834,911,1,88
1835,911,1,88
1836,911,1,88
1837,911,1,88
1838,911,1,88
1839,911,1,88
1840,911,1,88
1841,911,1,88
1842,911,0,89
1843,910,1,89
1844,910,1,89
1845,910,1,89
1846,910,1,89
1847,910,1,89
1848,910,1,89
1849,910,1,89
1850,910,1,89
1851,910,1,89
1852,910,1,89
1853,910,1,89
1854,910,1,89
1855,910,1,89
1856,910,1,89
1857,910,1,89
1858,910,1,89
1859,910,1,89
1860,910,1,89
1861,910,1,89
1862,910,1,89
1863,910,1,89
1864,910,1,89
1865,910,1,89
1866,910,1,89
1867,910,1,89
1868,910,1,89
1869,910,1,89
1870,910,1,89
1871,910,1,89
1872,910,0,90
1873,909,1,90
1874,909,1,90
1875,909,1,90
1876,909,1,90
1877,909,1,90
1878,909,1,90
1879,909,1,90
1880,909,1,90
1881,909,1,90
1882,909,1,90
1883,909,1,90
1884,909,1,90
1885,909,1,90
1886,909,1,90
1887,909,1,90
1888,909,1,90
1889,909,1,90
1890,909,1,90
1891,909,1,90
1892,909,1,90
1893,909,1,90
1894,909,1,90
1895,909,1,90
1896,909,1,90
1897,909,1,90
1898,909,1,90
1899,909,1,90
1900,909,1,90
1901,909,0,91
1902,908,1,91
1903,908,1,91
1904,908,1,91
1905,908,1,91
1906,908,1,91
1907,908,1,91
1908,908,1,91
1909,908,1,91
1910,908,1,91
1911,908,1,91
1912,908,1,91
1913,908,1,91
1914,908,1,91
1915,908,1,91
1916,908,1,91
1917,908,1,91
1918,908,1,91
1919,908,1,91
1920,908,1,91
1921,908,1,91
1922,908,1,91
1923,908,1,91
1924,908,1,91
1925,908,1,91
1926,908,0,92
1927,907,1,92
1928,907,1,92
1929,907,1,92
1930,907,1,92
1931,907,1,92
1932,907,1,92
1933,907,1,92
1934,907,1,92
1935,907,1,92
1936,907,1,92
1937,907,0,93
1938,906,1,93
1939,906,1,93
1940,906,1,93
1941,906,1,93
1942,906,1,93
1943,906,1,93
1944,906,1,93
1945,906,1,93
1946,906,1,93
1947,906,1,93
1948,906,1,93
1949,906,1,93
1950,906,1,93
1951,906,1,93
1952,906,1,93
1953,906,1,93
1954,906,0,94
1955,905,1,94
1956,905,1,94
1957,905,1,94
1958,905,1,94
1959,905,1,94
1960,905,1,94
1961,905,1,94
1962,905,1,94
1963,905,1,94
1964,905,1,94
1965,905,1,94
1966,905,1,94
1967,905,1,94
1968,905,1,94
1969,905,0,95
1970,904,1,95
1971,904,1,95
1972,904,1,95
1973,904,1,95
1974,904,1,95
1975,904,1,95
1976,904,1,95
1977,904,1,95
1978,904,1,95
1979,904,1,95
1980,904,1,95
1981,904,1,95
1982,904,1,95
1983,904,1,95
1984,904,1,95
1985,904,1,95
1986,904,1,95
1987,904,1,95
1988,904,1,95
1989,904,1,95
1990,904,1,95
1991,904,1,95
1992,904,1,95
1993,904,0,96
1994,903,1,96
1995,903,1,96
1996,903,1,96
1997,903,1,96
1998,903,1,96
1999,903,1,96
2000,903,1,96
2001,903,1,96
2002,903,1,96
2003,903,1,96
2004,903,1,96
2005,903,1,96
2006,903,1,96
2007,903,1,96
2008,903,1,96
2009,903,1,96
2010,903,1,96
2011,903,1,96
2012,903,1,96
2013,903,1,96
2014,903,0,97
2015,902,1,97
2016,902,1,97
2017,902,1,97
2018,902,1,97
2019,902,1,97
2020,902,1,97
2021,902,1,97
2022,902,1,97
2023,902,1,97
2024,902,1,97
2025,902,1,97
2026,902,1,97
2027,902,1,97
2028,902,1,97
2029,902,1,97
2030,902,1,97
2031,902,1,97
2032,902,1,97
2033,902,1,97
2034,902,1,97
2035,902,1,97
2036,902,1,97
2037,902,1,97
2038,902,1,97
2039,902,0,98
2040,901,1,98
2041,901,1,98
2042,901,1,98
2043,901,1,98
2044,901,1,98
2045,901,1,98
2046,901,1,98
2047,901,1,98
2048,901,1,98
2049,901,1,98
2050,901,1,98
2051,901,1,98
2052,901,1,98
2053,901,1,98
2054,901,1,98
2055,901,1,98
2056,901,1,98
2057,901,0,99
2058,900,1,99
2059,900,1,99
2060,900,1,99
2061,900,1,99
2062,900,1,99
2063,900,1,99
2064,900,1,99
2065,900,1,99
2066,900,1,99
2067,900,1,99
2068,900,1,99
2069,900,1,99
2070,900,1,99
2071,900,1,99
2072,900,0,100
2073,899,1,100
2074,899,1,100
2075,899,1,100
2076,899,1,100
2077,899,1,100
2078,899,1,100
2079,899,1,100
2080,899,1,100
2081,899,1,100
2082,899,1,100
2083,899,1,100
2084,899,1,100
2085,899,1,100
2086,899,1,100
2087,899,0,101
2088,898,1,101
2089,898,1,101
2090,898,1,101
2091,898,1,101
2092,898,1,101
2093,898,1,101
2094,898,1,101
2095,898,1,101
2096,898,1,101
2097,898,1,101
2098,898,1,101
2099,898,1,101
2100,898,1,101
2101,898,1,101
2102,898,1,101
2103,898,1,101
2104,898,1,101
2105,898,1,101
2106,898,1,101
2107,898,1,101
2108,898,1,101
2109,898,1,101
2110,898,1,101
2111,898,1,101
2112,898,0,102
2113,897,1,102
2114,897,1,102
2115,897,1,102
2116,897,1,102
2117,897,1,102
2118,897,1,102
2119,897,1,102
2120,897,1,102
2121,897,1,102
2122,897,1,102
2123,897,0,103
2124,896,1,103
2125,896,1,103
2126,896,1,103
2127,896,1,103
2128,896,1,103
2129,896,1,103
2130,896,1,103
2131,896,1,103
2132,896,1,103
2133,896,1,103
2134,896,1,103
2135,896,1,103
2136,896,1,103
2137,896,1,103
2138,896,1,103
2139,896,1,103
2140,896,1,103
2141,896,1,103
2142,896,1,103
2143,896,1,103
2144,896,1,103
2145,896,1,103
2146,896,1,103
2147,896,1,103
2148,896,1,103
2149,896,1,103
2150,896,0,104
2151,895,1,104
2152,895,1,104
2153,895,1,104
2154,895,1,104
2155,895,1,104
2156,895,1,104
2157,895,1,104
2158,895,1,104
2159,895,1,104
2160,895,1,104
2161,895,1,104
2162,895,1,104
2163,895,1,104
2164,895,1,104
2165,895,1,104
2166,895,1,104
2167,895,1,104
2168,895,1,104
2169,895,1,104
2170,895,0,105
2171,894,1,105
2172,894,1,105
2173,894,1,105
2174,894,1,105
2175,894,1,105
2176,894,1,105
2177,894,1,105
2178,894,1,105
2179,894,1,105
2180,894,1,105
2181,894,1,105
2182,894,1,105
2183,894,1,105
2184,894,0,106
2185,893,1,106
2186,893,1,106
2187,893,1,106
2188,893,1,106
2189,893,1,106
2190,893,1,106
2191,893,1,106
2192,893,1,106
2193,893,1,106
2194,893,1,106
2195,893,1,106
2196,893,1,106
2197,893,1,106
2198,893,1,106
2199,893,1,106
2200,893,1,106
2201,893,1,106
2202,893,1,106
2203,893,1,106
2204,893,1,106
2205,893,1,106
2206,893,1,106
2207,893,1,106
2208,893,1,106
2209,893,1,106
2210,893,1,106
2211,893,1,106
2212,893,1,106
2213,893,0,107
2214,892,1,107
2215,892,1,107
2216,892,1,107
2217,892,1,107
2218,892,1,107
2219,892,1,107
2220,892,1,107
2221,892,1,107
2222,892,1,107
2223,892,1,107
2224,892,1,107
2225,892,1,107
2226,892,1,107
2227,892,1,107
2228,892,1,107
2229,892,1,107
2230,892,1,107
2231,892,1,107
2232,892,1,107
2233,892,1,107
2234,892,1,107
2235,892,1,107
2236,892,1,107
2237,892,1,107
2238,892,1,107
2239,892,1,107
2240,892,1,107
2241,892,1,107
2242,892,1,107
2243,892,0,108
2244,891,1,108
2245,891,1,108
2246,891,1,108
2247,891,1,108
2248,891,1,108
2249,891,1,108
2250,891,1,108
2251,891,1,108
2252,891,1,108
2253,891,1,108
2254,891,1,108
2255,891,1,108
2256,891,1,108
2257,891,1,108
2258,891,1,108
2259,891,1,108
2260,891,1,108
2261,891,1,108
2262,891,1,108
2263,891,1,108
2264,891,1,108
2265,891,1,108
2266,891,1,108
2267,891,1,108
2268,891,1,108
2269,891,1,108
2270,891,0,109
2271,890,1,109
2272,890,1,109
2273,890,1,109
2274,890,1,109
2275,890,1,109
2276,890,1,109
2277,890,1,109
2278,890,1,109
2279,890,1,109
2280,890,1,109
2281,890,1,109
2282,890,1,109
2283,890,1,109
2284,890,1,109
2285,890,1,109
2286,890,1,109
2287,890,1,109
2288,890,1,109
2289,890,1,109
2290,890,1,109
2291,890,1,109
2292,890,1,109
2293,890,1,109
2294,890,1,109
2295,890,0,110
2296,889,1,110
2297,889,1,110
2298,889,1,110
2299,889,1,110
2300,889,1,110
2301,889,1,110
2302,889,1,110
2303,889,1,110
2304,889,1,110
2305,889,1,110
2306,889,0,111
2307,888,1,111
2308,888,1,111
2309,888,1,111
2310,888,1,111
2311,888,1,111
2312,888,1,111
2313,888,1,111
2314,888,1,111
2315,888,1,111
2316,888,1,111
2317,888,1,111
2318,888,0,112
2319,887,1,112
2320,887,1,112
2321,887,1,112
2322,887,1,112
2323,887,1,112
2324,887,1,112
2325,887,1,112
2326,887,1,112
2327,887,1,112
2328,887,1,112
2329,887,1,112
2330,887,1,112
2331,887,1,112
2332,887,1,112
2333,887,1,112
2334,887,1,112
2335,887,1,112
2336,887,1,112
2337,887,1,112
2338,887,1,112
2339,887,1,112
2340,887,1,112
2341,887,0,113
2342,886,1,113
2343,886,1,113
2344,886,1,113
2345,886,1,113
2346,886,1,113
2347,886,1,113
2348,886,1,113
2349,886,1,113
2350,886,1,113
2351,886,1,113
2352,886,1,113
2353,886,1,113
2354,886,1,113
2355,886,1,113
2356,886,1,113
2357,886,1,113
2358,886,1,113
2359,886,1,113
2360,886,1,113
2361,886,1,113
2362,886,1,113
2363,886,1,113
2364,886,1,113
2365,886,1,113
2366,886,0,114
2367,885,1,114
2368,885,1,114
2369,885,1,114
2370,885,1,114
2371,885,1,114
2372,885,1,114
2373,885,1,114
2374,885,1,114
2375,885,1,114
2376,885,1,114
2377,885,1,114
2378,885,1,114
2379,885,0,115
2380,884,1,115
2381,884,1,115
2382,884,1,115
2383,884,1,115
2384,884,1,115
2385,884,1,115
2386,884,1,115
2387,884,1,115
2388,884,1,115
2389,884,1,115
2390,884,1,115
2391,884,1,115
2392,884,1,115
2393,884,1,115
2394,884,1,115
2395,884,1,115
2396,884,1,115
2397,884,1,115
2398,884,1,115
2399,884,1,115
2400,884,1,115
2401,884,1,115
2402,884,1,115
2403,884,1,115
2404,884,1,115
2405,884,1,115
2406,884,1,115
2407,884,1,115
2408,884,1,115
2409,884,0,116
2410,883,1,116
2411,883,1,116
2412,883,1,116
2413,883,1,116
2414,883,1,116
2415,883,1,116
2416,883,1,116
2417,883,1,116
2418,883,1,116
2419,883,1,116
2420,883,1,116
2421,883,1,116
2422,883,1,116
2423,883,1,116
2424,883,1,116
2425,883,1,116
2426,883,1,116
2427,883,1,116
2428,883,1,116
2429,883,1,116
2430,883,1,116
2431,883,1,116
2432,883,1,116
2433,883,0,117
2434,882,1,117
2435,882,1,117
2436,882,1,117
2437,882,1,117
2438,882,1,117
2439,882,1,117
2440,882,1,117
2441,882,1,117
2442,882,1,117
2443,882,1,117
2444,882,1,117
2445,882,1,117
2446,882,0,118
2447,881,1,118
2448,881,1,118
2449,881,1,118
2450,881,1,118
2451,881,1,118
2452,881,1,118
2453,881,1,118
2454,881,1,118
2455,881,1,118
2456,881,1,118
2457,881,1,118
2458,881,1,118
2459,881,1,118
2460,881,1,118
2461,881,1,118
2462,881,1,118
2463,881,1,118
2464,881,1,118
2465,881,1,118
2466,881,1,118
2467,881,1,118
2468,881,1,118
2469,881,1,118
2470,881,1,118
2471,881,1,118
2472,881,1,118
2473,881,1,118
2474,881,0,119
2475,880,1,119
2476,880,1,119
2477,880,1,119
2478,880,1,119
2479,880,1,119
2480,880,1,119
2481,880,1,119
2482,880,1,119
2483,880,1,119
2484,880,1,119
2485,880,1,119
2486,880,1,119
2487,880,1,119
2488,880,1,119
2489,880,0,120
2490,879,1,120
2491,879,1,120
2492,879,1,120
2493,879,1,120
2494,879,1,120
2495,879,1,120
2496,879,1,120
2497,879,1,120
2498,879,1,120
2499,879,1,120
2500,879,1,120
2501,879,1,120
2502,879,1,120
2503,879,1,120
2504,879,1,120
2505,879,1,120
2506,879,1,120
2507,879,1,120
2508,879,1,120
2509,879,1,120
2510,879,1,120
2511,879,1,120
2512,879,0,121
2513,878,1,121
2514,878,1,121
2515,878,1,121
2516,878,1,121
2517,878,1,121
2518,878,1,121
2519,878,1,121
2520,878,1,121
2521,878,1,121
2522,878,0,122
2523,877,1,122
2524,877,1,122
2525,877,1,122
2526,877,1,122
2527,877,1,122
2528,877,1,122
2529,877,1,122
2530,877,1,122
2531,877,1,122
2532,877,1,122
2533,877,1,122
2534,877,1,122
2535,877,1,122
2536,877,1,122
2537,877,1,122
2538,877,1,122
2539,877,1,122
2540,877,1,122
2541,877,1,122
2542,877,1,122
2543,877,1,122
2544,877,1,122
2545,877,1,122
2546,877,1,122
2547,877,0,123
2548,876,1,123
2549,876,1,123
2550,876,1,123
2551,876,1,123
2552,876,1,123
2553,876,1,123
2554,876,1,123
2555,876,1,123
2556,876,1,123
2557,876,1,123
2558,876,1,123
2559,876,0,124
2560,875,1,124
2561,875,1,124
2562,875,1,124
2563,875,1,124
2564,875,1,124
2565,875,1,124
2566,875,1,124
2567,875,1,124
2568,875,1,124
2569,875,1,124
2570,875,1,124
2571,875,1,124
2572,875,1,124
2573,875,1,124
2574,875,1,124
2575,875,1,124
2576,875,0,125
2577,874,1,125
2578,874,1,125
2579,874,1,125
2580,874,1,125
2581,874,1,125
2582,874,1,125
2583,874,1,125
2584,874,1,125
2585,874,1,125
2586,874,1,125
2587,874,1,125
2588,874,1,125
2589,874,1,125
2590,874,1,125
2591,874,1,125
2592,874,1,125
2593,874,1,125
2594,874,1,125
2595,874,1,125
2596,874,1,125
2597,874,1,125
2598,874,1,125
2599,874,1,125
2600,874,1,125
2601,874,1,125
2602,874,1,125
2603,874,1,125
2604,874,0,126
2605,873,1,126
2606,873,1,126
2607,873,1,126
2608,873,1,126
2609,873,1,126
2610,873,1,126
2611,873,1,126
2612,873,1,126
2613,873,1,126
2614,873,1,126
2615,873,1,126
2616,873,1,126
2617,873,1,126
2618,873,1,126
2619,873,1,126
2620,873,1,126
2621,873,1,126
2622,873,1,126
2623,873,1,126
2624,873,1,126
2625,873,1,126
2626,873,1,126
2627,873,1,126
2628,873,1,126
2629,873,0,127
2630,872,1,127
2631,872,1,127
2632,872,1,127
2633,872,1,127
2634,872,1,127
2635,872,1,127
2636,872,1,127
2637,872,1,127
2638,872,1,127
2639,872,1,127
2640,872,1,127
2641,872,1,127
2642,872,1,127
2643,872,1,127
2644,872,1,127
2645,872,1,127
2646,872,1,127
2647,872,1,127
2648,872,1,127
2649,872,1,127
2650,872,1,127
2651,872,1,127
2652,872,1,127
2653,872,0,128
2654,871,1,128
2655,871,1,128
2656,871,1,128
2657,871,1,128
2658,871,1,128
2659,871,1,128
2660,871,1,128
2661,871,1,128
2662,871,1,128
2663,871,1,128
2664,871,1,128
2665,871,1,128
2666,871,1,128
2667,871,1,128
2668,871,1,128
2669,871,1,128
2670,871,1,128
2671,871,1,128
2672,871,1,128
2673,871,1,128
2674,871,1,128
2675,871,1,128
2676,871,1,128
2677,871,1,128
2678,871,0,129
2679,870,1,129
2680,870,1,129
2681,870,1,129
2682,870,1,129
2683,870,1,129
2684,870,1,129
2685,870,1,129
2686,870,1,129
2687,870,1,129
2688,870,1,129
2689,870,1,129
2690,870,1,129
2691,870,1,129
2692,870,1,129
2693,870,1,129
2694,870,1,129
2695,870,1,129
2696,870,1,129
2697,870,1,129
2698,870,1,129
2699,870,1,129
2700,870,1,129
2701,870,1,129
2702,870,0,130
2703,869,1,130
2704,869,1,130
2705,869,1,130
2706,869,1,130
2707,869,1,130
2708,869,1,130
2709,869,1,130
2710,869,1,130
2711,869,1,130
2712,869,1,130
2713,869,1,130
2714,869,1,130
2715,869,1,130
2716,869,0,131
2717,868,1,131
2718,868,1,131
2719,868,1,131
2720,868,1,131
2721,868,1,131
2722,868,1,131
2723,868,1,131
2724,868,1,131
2725,868,1,131
2726,868,1,131
2727,868,1,131
2728,868,1,131
2729,868,1,131
2730,868,1,131
2731,868,1,131
2732,868,1,131
2733,868,1,131
2734,868,1,131
2735,868,1,131
2736,868,0,132
2737,867,1,132
2738,867,1,132
2739,867,1,132
2740,867,1,132
2741,867,1,132
2742,867,1,132
2743,867,1,132
2744,867,1,132
2745,867,1,132
2746,867,1,132
2747,867,1,132
2748,867,1,132
2749,867,1,132
2750,867,1,132
2751,867,1,132
2752,867,1,132
2753,867,1,132
2754,867,1,132
2755,867,1,132
2756,867,1,132
2757,867,1,132
2758,867,1,132
2759,867,1,132
2760,867,1,132
2761,867,1,132
2762,867,1,132
2763,867,1,132
2764,867,1,132
2765,867,1,132
2766,867,0,133
2767,866,1,133
2768,866,1,133
2769,866,1,133
2770,866,1,133
2771,866,1,133
2772,866,1,133
2773,866,1,133
2774,866,1,133
2775,866,1,133
2776,866,1,133
2777,866,1,133
2778,866,1,133
2779,866,1,133
2780,866,1,133
2781,866,1,133
2782,866,1,133
2783,866,1,133
2784,866,1,133
2785,866,1,133
2786,866,1,133
2787,866,1,133
2788,866,1,133
2789,866,1,133
2790,866,1,133
2791,866,1,133
2792,866,1,133
2793,866,1,133
2794,866,1,133
2795,866,1,133
2796,866,0,134
2797,865,1,134
2798,865,1,134
2799,865,1,134
2800,865,1,134
2801,865,1,134
2802,865,1,134
2803,865,1,134
2804,865,1,134
2805,865,1,134
2806,865,1,134
2807,865,1,134
2808,865,1,134
2809,865,1,134
2810,865,1,134
2811,865,1,134
2812,865,1,134
2813,865,0,135
2814,864,1,135
2815,864,1,135
2816,864,1,135
2817,864,1,135
2818,864,1,135
2819,864,1,135
2820,864,1,135
2821,864,1,135
2822,864,1,135
2823,864,1,135
2824,864,1,135
2825,864,1,135
2826,864,1,135
2827,864,1,135
2828,864,1,135
2829,864,1,135
2830,864,1,135
2831,864,0,136
2832,863,1,136
2833,863,1,136
2834,863,1,136
2835,863,1,136
2836,863,1,136
2837,863,1,136
2838,863,1,136
2839,863,1,136
2840,863,1,136
2841,863,1,136
2842,863,1,136
2843,863,1,136
2844,863,1,136
2845,863,1,136
2846,863,1,136
2847,863,1,136
2848,863,1,136
2849,863,1,136
2850,863,1,136
2851,863,1,136
2852,863,1,136
2853,863,1,136
2854,863,0,137
2855,862,1,137
2856,862,1,137
2857,862,1,137
2858,862,1,137
2859,862,1,137
2860,862,1,137
2861,862,1,137
2862,862,1,137
2863,862,1,137
2864,862,1,137
2865,862,1,137
2866,862,1,137
2867,862,1,137
2868,862,1,137
2869,862,1,137
2870,862,1,137
2871,862,1,137
2872,862,1,137
2873,862,1,137
2874,862,1,137
2875,862,1,137
2876,862,0,138
2877,861,1,138
2878,861,1,138
2879,861,1,138
2880,861,1,138
2881,861,1,138
2882,861,1,138
2883,861,1,138
2884,861,1,138
2885,861,1,138
2886,861,1,138
2887,861,1,138
2888,861,1,138
2889,861,1,138
2890,861,1,138
2891,861,1,138
2892,861,1,138
2893,861,0,139
2894,860,1,139
2895,860,1,139
2896,860,1,139
2897,860,1,139
2898,860,1,139
2899,860,1,139
2900,860,1,139
2901,860,1,139
2902,860,1,139
2903,860,0,140
2904,859,1,140
2905,859,1,140
2906,859,1,140
2907,859,1,140
2908,859,1,140
2909,859,1,140
2910,859,1,140
2911,859,1,140
2912,859,1,140
2913,859,1,140
2914,859,1,140
2915,859,1,140
2916,859,1,140
2917,859,1,140
2918,859,0,141
2919,858,1,141
2920,858,1,141
2921,858,1,141
2922,858,1,141
2923,858,1,141
2924,858,1,141
2925,858,1,141
2926,858,1,141
2927,858,1,141
2928,858,1,141
2929,858,1,141
2930,858,1,141
2931,858,1,141
2932,858,1,141
2933,858,1,141
2934,858,1,141
2935,858,1,141
2936,858,1,141
2937,858,1,141
2938,858,1,141
2939,858,1,141
2940,858,1,141
2941,858,1,141
2942,858,0,142
2943,857,1,142
2944,857,1,142
2945,857,1,142
2946,857,1,142
2947,857,1,142
2948,857,1,142
2949,857,1,142
2950,857,1,142
2951,857,1,142
2952,857,1,142
2953,857,1,142
2954,857,1,142
2955,857,1,142
2956,857,1,142
2957,857,1,142
2958,857,1,142
2959,857,1,142
2960,857,1,142
2961,857,1,142
2962,857,1,142
2963,857,1,142
2964,857,1,142
2965,857,1,142
2966,857,1,142
2967,857,1,142
2968,857,0,143
2969,856,1,143
2970,856,1,143
2971,856,1,143
2972,856,1,143
2973,856,1,143
2974,856,1,143
2975,856,1,143
2976,856,1,143
2977,856,1,143
2978,856,1,143
2979,856,1,143
2980,856,1,143
2981,856,1,143
2982,856,1,143
2983,856,1,143
2984,856,1,143
2985,856,1,143
2986,856,1,143
2987,856,1,143
2988,856,1,143
2989,856,1,143
2990,856,1,143
2991,856,0,144
2992,855,1,144
2993,855,1,144
2994,855,1,144
2995,855,1,144
2996,855,1,144
2997,855,1,144
2998,855,1,144
2999,855,1,144
3000,855,1,144
3001,855,0,145
3002,854,1,145
3003,854,1,145
3004,854,1,145
3005,854,1,145
3006,854,1,145
3007,854,1,145
3008,854,1,145
3009,854,1,145
3010,854,1,145
3011,854,1,145
3012,854,1,145
3013,854,1,145
3014,854,1,145
3015,854,1,145
3016,854,1,145
3017,854,1,145
3018,854,1,145
3019,854,1,145
3020,854,0,146
3021,853,1,146
3022,853,1,146
3023,853,1,146
3024,853,1,146
3025,853,1,146
3026,853,1,146
3027,853,1,146
3028,853,1,146
3029,853,1,146
3030,853,1,146
3031,853,1,146
3032,853,1,146
3033,853,1,146
3034,853,1,146
3035,853,1,146
3036,853,0,147
3037,852,1,147
3038,852,1,147
3039,852,1,147
3040,852,1,147
3041,852,1,147
3042,852,1,147
3043,852,1,147
3044,852,1,147
3045,852,1,147
3046,852,1,147
3047,852,0,148
3048,851,1,148
3049,851,1,148
3050,851,1,148
3051,851,1,148
3052,851,1,148
3053,851,1,148
3054,851,1,148
3055,851,1,148
3056,851,1,148
3057,851,1,148
3058,851,1,148
3059,851,1,148
3060,851,1,148
3061,851,1,148
3062,851,0,149
3063,850,1,149
3064,850,1,149
3065,850,1,149
3066,850,1,149
3067,850,1,149
3068,850,1,149
3069,850,1,149
3070,850,1,149
3071,850,1,149
3072,850,1,149
3073,850,1,149
3074,850,1,149
3075,850,1,149
3076,850,1,149
3077,850,1,149
3078,850,1,149
3079,850,1,149
3080,850,1,149
3081,850,1,149
3082,850,1,149
3083,850,1,149
3084,850,1,149
3085,850,1,149
3086,850,0,150
3087,849,1,150
3088,849,1,150
3089,849,1,150
3090,849,1,150
3091,849,1,150
3092,849,1,150
3093,849,1,150
3094,849,1,150
3095,849,1,150
3096,849,0,151
3097,848,1,151
3098,848,1,151
3099,848,1,151
3100,848,1,151
3101,848,1,151
3102,848,1,151
3103,848,1,151
3104,848,1,151
3105,848,1,151
3106,848,1,151
3107,848,1,151
3108,848,1,151
3109,848,1,151
3110,848,0,152
3111,847,1,152
3112,847,1,152
3113,847,1,152
3114,847,1,152
3115,847,1,152
3116,847,1,152
3117,847,1,152
3118,847,1,152
3119,847,1,152
3120,847,1,152
3121,847,1,152
3122,847,1,152
3123,847,1,152
3124,847,1,152
3125,847,0,153
3126,846,1,153
3127,846,1,153
3128,846,1,153
3129,846,1,153
3130,846,1,153
3131,846,1,153
3132,846,1,153
3133,846,1,153
3134,846,1,153
3135,846,1,153
3136,846,1,153
3137,846,1,153
3138,846,1,153
3139,846,1,153
3140,846,1,153
3141,846,1,153
3142,846,1,153
3143,846,1,153
3144,846,1,153
3145,846,1,153
3146,846,1,153
3147,846,1,153
3148,846,1,153
3149,846,1,153
3150,846,1,153
3151,846,0,154
3152,845,1,154
3153,845,1,154
3154,845,1,154
3155,845,1,154
3156,845,1,154
3157,845,1,154
3158,845,1,154
3159,845,1,154
3160,845,1,154
3161,845,1,154
3162,845,1,154
3163,845,1,154
3164,845,1,154
3165,845,1,154
3166,845,1,154
3167,845,1,154
3168,845,1,154
3169,845,1,154
3170,845,1,154
3171,845,1,154
3172,845,1,154
3173,845,1,154
3174,845,0,155
3175,844,1,155
3176,844,1,155
3177,844,1,155
3178,844,1,155
3179,844,1,155
3180,844,1,155
3181,844,1,155
3182,844,1,155
3183,844,1,155
3184,844,1,155
3185,844,1,155
3186,844,1,155
3187,844,1,155
3188,844,1,155
3189,844,1,155
3190,844,1,155
3191,844,1,155
3192,844,1,155
3193,844,1,155
3194,844,1,155
3195,844,1,155
3196,844,1,155
3197,844,0,156
3198,843,1,156
3199,843,1,156
3200,843,1,156
3201,843,1,156
3202,843,1,156
3203,843,1,156
3204,843,1,156
3205,843,1,156
3206,843,1,156
3207,843,1,156
3208,843,1,156
